รูปแบบการเดินทาง,วัตถุประสงค์,สาธารณะ/ส่วนบุคคล,หน่วยงาน,ยานพาหนะ/ท่า,วันที่,หน่วย,ปริมาณ
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถหมวด 4,09/06/2025,คน,718
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถเมล์ ขสมก.,09/06/2025,คน,"538,147"
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถร่วม (หมวด 1),09/06/2025,คน,0
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถเอกชนเส้นปฏิรูป (หมวด 1),09/06/2025,คน,"350,387"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือด่วนเจ้าพระยา,09/06/2025,คน,"11,133"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือคลองแสนแสบ,09/06/2025,คน,"20,975"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือข้ามฟากเจ้าพระยา,09/06/2025,คน,"24,144"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือไฟฟ้าเจ้าพระยา,09/06/2025,คน,"2,496"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือภูมิภาค,09/06/2025,คน,"152,831"
ทางราง,การเดินทางระหว่างจังหวัด,สาธารณะ,รฟท.,รถไฟ,09/06/2025,คน,"73,811"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีน้ำเงิน,09/06/2025,คน,"453,205"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีม่วง,09/06/2025,คน,"82,418"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีเหลือง,09/06/2025,คน,"48,888"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีชมพู,09/06/2025,คน,"76,175"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟฟท.,รถไฟฟ้า ARL,09/06/2025,คน,"68,064"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,กทม.,รถไฟฟ้า BTS,09/06/2025,คน,"766,954"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟฟท.,รถไฟฟ้าสายสีแดง,09/06/2025,คน,"39,375"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ,09/06/2025,คน,"14,644"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง,09/06/2025,คน,"22,305"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศอื่น ๆ ของ ทอท.,09/06/2025,คน,"22,382"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค,09/06/2025,คน,"16,451"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,กพท.,ท่าอากาศยานอู่ตะเภา,09/06/2025,คน,103
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,กพท.,ท่าอากาศยานสมุย,09/06/2025,คน,"3,313"
ทางถนน,การเดินทางระหว่างประเทศ,สาธารณะ,บขส.,รถ บขส. ขาเข้าประเทศ,09/06/2025,คน,446
ทางถนน,การเดินทางระหว่างประเทศ,สาธารณะ,บขส.,รถ บขส. ขาออกประเทศ,09/06/2025,คน,"1,052"
ทางราง,การเดินทางระหว่างประเทศ,สาธารณะ,รฟท.,รถไฟ ขาเข้าประเทศ,09/06/2025,คน,282
ทางราง,การเดินทางระหว่างประเทศ,สาธารณะ,รฟท.,รถไฟ ขาออกประเทศ,09/06/2025,คน,434
ทางน้ำ,การเดินทางระหว่างประเทศ,สาธารณะ,จท.,ท่าเรือด่านชายแดน ขาเข้าประเทศ,09/06/2025,คน,"2,103"
ทางน้ำ,การเดินทางระหว่างประเทศ,สาธารณะ,จท.,ท่าเรือด่านชายแดน ขาออกประเทศ,09/06/2025,คน,"1,883"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ ขาเข้าประเทศ,09/06/2025,คน,"56,904"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ ขาออกประเทศ,09/06/2025,คน,"50,207"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง ขาเข้าประเทศ,09/06/2025,คน,"13,554"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง ขาออกประเทศ,09/06/2025,คน,"12,201"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานอื่น ๆ ของ ทอท. ขาเข้าประเทศ,09/06/2025,คน,"13,150"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานอื่น ๆ ของ ทอท. ขาออกประเทศ,09/06/2025,คน,"13,980"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค ขาเข้าประเทศ,09/06/2025,คน,543
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค ขาออกประเทศ,09/06/2025,คน,949
ทางถนน,การเดินทางระหว่างจังหวัด,สาธารณะ,บขส.,รถ บขส. และ รถร่วม,10/06/2025,คน,"78,216"
ทางถนน,การเดินทางระหว่างจังหวัด,สาธารณะ,ขบ.,รถหมวด 3,10/06/2025,คน,"4,004"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,ทล.,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),10/06/2025,คัน,"755,305"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,ทล.,รถยนต์ทุกประเภท (10 จุดสำรวจ),10/06/2025,คัน,"911,336"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,กทพ.,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),10/06/2025,คัน,"1,503,973"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,กทพ.,รถยนต์ทุกประเภท (ทางด่วน),10/06/2025,คัน,"1,566,107"
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถหมวด 4,10/06/2025,คน,135
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถเมล์ ขสมก.,10/06/2025,คน,"555,699"
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถร่วม (หมวด 1),10/06/2025,คน,0
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถเอกชนเส้นปฏิรูป (หมวด 1),10/06/2025,คน,"338,303"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือด่วนเจ้าพระยา,10/06/2025,คน,"11,257"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือคลองแสนแสบ,10/06/2025,คน,"21,623"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือข้ามฟากเจ้าพระยา,10/06/2025,คน,"24,096"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือไฟฟ้าเจ้าพระยา,10/06/2025,คน,"2,619"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือภูมิภาค,10/06/2025,คน,"146,009"
ทางราง,การเดินทางระหว่างจังหวัด,สาธารณะ,รฟท.,รถไฟ,10/06/2025,คน,"73,045"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีน้ำเงิน,10/06/2025,คน,"468,359"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีม่วง,10/06/2025,คน,"84,618"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีเหลือง,10/06/2025,คน,"50,744"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีชมพู,10/06/2025,คน,"77,162"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟฟท.,รถไฟฟ้า ARL,10/06/2025,คน,"68,983"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,กทม.,รถไฟฟ้า BTS,10/06/2025,คน,"810,351"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟฟท.,รถไฟฟ้าสายสีแดง,10/06/2025,คน,"39,293"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ,10/06/2025,คน,"14,581"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง,10/06/2025,คน,"19,652"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศอื่น ๆ ของ ทอท.,10/06/2025,คน,"20,079"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค,10/06/2025,คน,"14,172"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,กพท.,ท่าอากาศยานอู่ตะเภา,10/06/2025,คน,98
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,กพท.,ท่าอากาศยานสมุย,10/06/2025,คน,"3,153"
ทางถนน,การเดินทางระหว่างประเทศ,สาธารณะ,บขส.,รถ บขส. ขาเข้าประเทศ,10/06/2025,คน,427
ทางถนน,การเดินทางระหว่างประเทศ,สาธารณะ,บขส.,รถ บขส. ขาออกประเทศ,10/06/2025,คน,834
ทางราง,การเดินทางระหว่างประเทศ,สาธารณะ,รฟท.,รถไฟ ขาเข้าประเทศ,10/06/2025,คน,238
ทางราง,การเดินทางระหว่างประเทศ,สาธารณะ,รฟท.,รถไฟ ขาออกประเทศ,10/06/2025,คน,278
ทางน้ำ,การเดินทางระหว่างประเทศ,สาธารณะ,จท.,ท่าเรือด่านชายแดน ขาเข้าประเทศ,10/06/2025,คน,"2,179"
ทางน้ำ,การเดินทางระหว่างประเทศ,สาธารณะ,จท.,ท่าเรือด่านชายแดน ขาออกประเทศ,10/06/2025,คน,"2,061"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ ขาเข้าประเทศ,10/06/2025,คน,"54,258"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ ขาออกประเทศ,10/06/2025,คน,"45,553"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง ขาเข้าประเทศ,10/06/2025,คน,"11,534"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง ขาออกประเทศ,10/06/2025,คน,"11,254"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานอื่น ๆ ของ ทอท. ขาเข้าประเทศ,10/06/2025,คน,"11,963"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานอื่น ๆ ของ ทอท. ขาออกประเทศ,10/06/2025,คน,"12,244"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค ขาเข้าประเทศ,10/06/2025,คน,502
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค ขาออกประเทศ,10/06/2025,คน,729
ทางถนน,การเดินทางระหว่างจังหวัด,สาธารณะ,บขส.,รถ บขส. และ รถร่วม,11/06/2025,คน,"78,869"
ทางถนน,การเดินทางระหว่างจังหวัด,สาธารณะ,ขบ.,รถหมวด 3,11/06/2025,คน,"4,065"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,ทล.,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),11/06/2025,คัน,"755,973"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,ทล.,รถยนต์ทุกประเภท (10 จุดสำรวจ),11/06/2025,คัน,"914,331"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,กทพ.,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),11/06/2025,คัน,"1,503,772"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,กทพ.,รถยนต์ทุกประเภท (ทางด่วน),11/06/2025,คัน,"1,568,958"
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถหมวด 4,11/06/2025,คน,726
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถเมล์ ขสมก.,11/06/2025,คน,"541,955"
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถร่วม (หมวด 1),11/06/2025,คน,0
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถเอกชนเส้นปฏิรูป (หมวด 1),11/06/2025,คน,"353,392"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือด่วนเจ้าพระยา,11/06/2025,คน,"11,894"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือคลองแสนแสบ,11/06/2025,คน,"21,893"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือข้ามฟากเจ้าพระยา,11/06/2025,คน,"23,696"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือไฟฟ้าเจ้าพระยา,11/06/2025,คน,"2,580"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือภูมิภาค,11/06/2025,คน,"149,275"
ทางราง,การเดินทางระหว่างจังหวัด,สาธารณะ,รฟท.,รถไฟ,11/06/2025,คน,"68,933"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีน้ำเงิน,11/06/2025,คน,"470,256"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีม่วง,11/06/2025,คน,"84,292"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีเหลือง,11/06/2025,คน,"50,262"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีชมพู,11/06/2025,คน,"78,958"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟฟท.,รถไฟฟ้า ARL,11/06/2025,คน,"69,094"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,กทม.,รถไฟฟ้า BTS,11/06/2025,คน,"819,274"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟฟท.,รถไฟฟ้าสายสีแดง,11/06/2025,คน,"38,688"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ,11/06/2025,คน,"15,224"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง,11/06/2025,คน,"19,509"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศอื่น ๆ ของ ทอท.,11/06/2025,คน,"19,519"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค,11/06/2025,คน,"14,332"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,กพท.,ท่าอากาศยานอู่ตะเภา,11/06/2025,คน,250
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,กพท.,ท่าอากาศยานสมุย,11/06/2025,คน,"2,477"
ทางถนน,การเดินทางระหว่างประเทศ,สาธารณะ,บขส.,รถ บขส. ขาเข้าประเทศ,11/06/2025,คน,494
ทางถนน,การเดินทางระหว่างประเทศ,สาธารณะ,บขส.,รถ บขส. ขาออกประเทศ,11/06/2025,คน,"1,033"
ทางราง,การเดินทางระหว่างประเทศ,สาธารณะ,รฟท.,รถไฟ ขาเข้าประเทศ,11/06/2025,คน,238
ทางราง,การเดินทางระหว่างประเทศ,สาธารณะ,รฟท.,รถไฟ ขาออกประเทศ,11/06/2025,คน,278
ทางน้ำ,การเดินทางระหว่างประเทศ,สาธารณะ,จท.,ท่าเรือด่านชายแดน ขาเข้าประเทศ,11/06/2025,คน,"1,742"
ทางน้ำ,การเดินทางระหว่างประเทศ,สาธารณะ,จท.,ท่าเรือด่านชายแดน ขาออกประเทศ,11/06/2025,คน,"1,669"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ ขาเข้าประเทศ,11/06/2025,คน,"55,601"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ ขาออกประเทศ,11/06/2025,คน,"43,817"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง ขาเข้าประเทศ,11/06/2025,คน,"12,658"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง ขาออกประเทศ,11/06/2025,คน,"10,963"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานอื่น ๆ ของ ทอท. ขาเข้าประเทศ,11/06/2025,คน,"12,125"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานอื่น ๆ ของ ทอท. ขาออกประเทศ,11/06/2025,คน,"10,680"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค ขาเข้าประเทศ,11/06/2025,คน,892
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค ขาออกประเทศ,11/06/2025,คน,832
ทางถนน,การเดินทางระหว่างจังหวัด,สาธารณะ,บขส.,รถ บขส. และ รถร่วม,12/06/2025,คน,"78,977"
ทางถนน,การเดินทางระหว่างจังหวัด,สาธารณะ,ขบ.,รถหมวด 3,12/06/2025,คน,"4,264"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,ทล.,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),12/06/2025,คัน,"758,123"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,ทล.,รถยนต์ทุกประเภท (10 จุดสำรวจ),12/06/2025,คัน,"917,182"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,กทพ.,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),12/06/2025,คัน,"1,508,343"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,กทพ.,รถยนต์ทุกประเภท (ทางด่วน),12/06/2025,คัน,"1,571,387"
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถหมวด 4,12/06/2025,คน,752
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถเมล์ ขสมก.,12/06/2025,คน,"532,300"
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถร่วม (หมวด 1),12/06/2025,คน,0
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถเอกชนเส้นปฏิรูป (หมวด 1),12/06/2025,คน,"347,553"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือด่วนเจ้าพระยา,12/06/2025,คน,"10,648"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือคลองแสนแสบ,12/06/2025,คน,"21,901"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือข้ามฟากเจ้าพระยา,12/06/2025,คน,"23,620"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือไฟฟ้าเจ้าพระยา,12/06/2025,คน,"2,617"
ทางน้ำ,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,จท.,เรือภูมิภาค,12/06/2025,คน,"144,471"
ทางราง,การเดินทางระหว่างจังหวัด,สาธารณะ,รฟท.,รถไฟ,12/06/2025,คน,"68,794"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีน้ำเงิน,12/06/2025,คน,"473,179"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีม่วง,12/06/2025,คน,"82,833"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีเหลือง,12/06/2025,คน,"49,975"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟม.,รถไฟฟ้าสายสีชมพู,12/06/2025,คน,"77,393"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟฟท.,รถไฟฟ้า ARL,12/06/2025,คน,"70,192"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,กทม.,รถไฟฟ้า BTS,12/06/2025,คน,"814,219"
ทางราง,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,รฟฟท.,รถไฟฟ้าสายสีแดง,12/06/2025,คน,"38,708"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ,12/06/2025,คน,"14,885"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง,12/06/2025,คน,"20,178"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทอท.,ท่าอากาศอื่น ๆ ของ ทอท.,12/06/2025,คน,"20,309"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค,12/06/2025,คน,"14,313"
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,กพท.,ท่าอากาศยานอู่ตะเภา,12/06/2025,คน,238
ทางอากาศ,การเดินทางระหว่างจังหวัด,สาธารณะ,กพท.,ท่าอากาศยานสมุย,12/06/2025,คน,"2,739"
ทางถนน,การเดินทางระหว่างประเทศ,สาธารณะ,บขส.,รถ บขส. ขาเข้าประเทศ,12/06/2025,คน,371
ทางถนน,การเดินทางระหว่างประเทศ,สาธารณะ,บขส.,รถ บขส. ขาออกประเทศ,12/06/2025,คน,886
ทางราง,การเดินทางระหว่างประเทศ,สาธารณะ,รฟท.,รถไฟ ขาเข้าประเทศ,12/06/2025,คน,298
ทางราง,การเดินทางระหว่างประเทศ,สาธารณะ,รฟท.,รถไฟ ขาออกประเทศ,12/06/2025,คน,272
ทางน้ำ,การเดินทางระหว่างประเทศ,สาธารณะ,จท.,ท่าเรือด่านชายแดน ขาเข้าประเทศ,12/06/2025,คน,"1,846"
ทางน้ำ,การเดินทางระหว่างประเทศ,สาธารณะ,จท.,ท่าเรือด่านชายแดน ขาออกประเทศ,12/06/2025,คน,"1,900"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ ขาเข้าประเทศ,12/06/2025,คน,"56,467"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานสุวรรณภูมิ ขาออกประเทศ,12/06/2025,คน,"44,952"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง ขาเข้าประเทศ,12/06/2025,คน,"11,958"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานดอนเมือง ขาออกประเทศ,12/06/2025,คน,"10,570"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานอื่น ๆ ของ ทอท. ขาเข้าประเทศ,12/06/2025,คน,"14,365"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทอท.,ท่าอากาศยานอื่น ๆ ของ ทอท. ขาออกประเทศ,12/06/2025,คน,"12,691"
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค ขาเข้าประเทศ,12/06/2025,คน,908
ทางอากาศ,การเดินทางระหว่างประเทศ,สาธารณะ,ทย.,ท่าอากาศยานภูมิภาค ขาออกประเทศ,12/06/2025,คน,751
ทางถนน,การเดินทางระหว่างจังหวัด,สาธารณะ,บขส.,รถ บขส. และ รถร่วม,13/06/2025,คน,"78,941"
ทางถนน,การเดินทางระหว่างจังหวัด,สาธารณะ,ขบ.,รถหมวด 3,13/06/2025,คน,"3,580"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,ทล.,รถยนต์เฉพาะ 4 ล้อ (10 จุดสำรวจ),13/06/2025,คัน,"831,458"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,ทล.,รถยนต์ทุกประเภท (10 จุดสำรวจ),13/06/2025,คัน,"992,114"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,กทพ.,รถยนต์เฉพาะ 4 ล้อ (ทางด่วน),13/06/2025,คัน,"1,672,907"
ทางถนน,การเดินทางระหว่างจังหวัด,ส่วนบุคคล,กทพ.,รถยนต์ทุกประเภท (ทางด่วน),13/06/2025,คัน,"1,746,736"
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถหมวด 4,13/06/2025,คน,150
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถเมล์ ขสมก.,13/06/2025,คน,"529,468"
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขสมก.,รถร่วม (หมวด 1),13/06/2025,คน,0
ทางถนน,การเดินทางภายในจังหวัด/กรุงเทพ,สาธารณะ,ขบ.,รถเอกชนเส้นปฏิรูป (หมวด 1),13/06/2025,คน,"350,464"
